dateRep,cases,,,,,,,,,,
31/08/2020,230,,,,,,,,,,
30/08/2020,212,,,,,,,,,,
29/08/2020,223,,,,,,,,,,
28/08/2020,237,,,,,,,,,,
27/08/2020,206,,,,,,,,,,
26/08/2020,141,,,,,,,,,,
25/08/2020,241,,,,,,,,,,
24/08/2020,0,,,,,,,,,,
23/08/2020,89,,,,,,,,,,
22/08/2020,123,,,,,,,,,,
21/08/2020,111,,,,,,,,,,
20/08/2020,324,,,,,,,,,,
19/08/2020,0,,,,,,,,,,
18/08/2020,115,,,,,,,,,,
17/08/2020,139,,,,,,,,,,
16/08/2020,116,,,,,,,,,,
15/08/2020,112,,,,,,,,,,
14/08/2020,145,,,,,,,,,,
13/08/2020,129,,,,,,,,,,
12/8/2020,168,,,,,,,,,,
11/8/2020,174,,,,,,,,,,
10/8/2020,178,,,,,,,,,,
9/8/2020,167,,,,,,,,,,
8/8/2020,141,,,,,,,,,,
7/8/2020,131,,,,,,,,,,
6/8/2020,123,,,,,,,,,,
5/8/2020,112,,,,,,,,,,
4/8/2020,157,,,,,,,,,,
3/8/2020,167,,,,,,,,,,
2/8/2020,238,,,,,,,,,,
1/8/2020,321,,,,,,,,,,
31/07/2020,401,,,,,,,,,,
30/07/2020,409,,,,,,,,,,
29/07/2020,465,,,,,,,,,,
28/07/2020,420,,,,,,,,,,
27/07/2020,479,,,,,,,,,,
26/07/2020,511,,,,,,,,,,
25/07/2020,659,,,,,,,,,,
24/07/2020,668,,,,,,,,,,
23/07/2020,667,,,,,,,,,,
22/07/2020,676,,,,,,,,,,
21/07/2020,627,,,,,,,,,,
20/07/2020,603,,,,,,,,,,
19/07/2020,698,,,,,,,,,,
18/07/2020,703,,,,,,,,,,
17/07/2020,928,,,,,,,,,,
16/07/2020,913,,,,,,,,,,
15/07/2020,929,,,,,,,,,,
14/07/2020,931,,,,,,,,,,
13/07/2020,912,,,,,,,,,,
12/7/2020,923,,,,,,,,,,
11/7/2020,981,,,,,,,,,,
10/7/2020,950,,,,,,,,,,
9/7/2020,1025,,,,,,,,,,
8/7/2020,1057,,,,,,,,,,
7/7/2020,969,,,,,,,,,,
6/7/2020,1218,,,,,,,,,,
5/7/2020,1324,,,,,,,,,,
4/7/2020,1412,,,,,,,,,,
3/7/2020,1485,,,,,,,,,,
2/7/2020,1503,,,,,,,,,,
1/7/2020,1557,,,,,,,,,,
30/06/2020,1566,,,,,,,,,,
29/06/2020,1265,,,,,,,,,,
28/06/2020,1168,,,,,,,,,,
27/06/2020,1625,,,,,,,,,,
26/06/2020,1569,,,,,,,,,,
25/06/2020,1420,,,,,,,,,,
24/06/2020,1332,,,,,,,,,,
23/06/2020,1576,,,,,,,,,,
22/06/2020,1475,,,,,,,,,,
21/06/2020,1547,,,,,,,,,,
20/06/2020,1774,,,,,,,,,,
19/06/2020,1218,,,,,,,,,,
18/06/2020,1363,,,,,,,,,,
17/06/2020,1567,,,,,,,,,,
16/06/2020,1691,,,,,,,,,,
15/06/2020,1618,,,,,,,,,,
14/06/2020,1676,,,,,,,,,,
13/06/2020,1578,,,,,,,,,,
12/6/2020,1442,,,,,,,,,,
11/6/2020,1455,,,,,,,,,,
10/6/2020,1385,,,,,,,,,,
9/6/2020,1365,,,,,,,,,,
8/6/2020,1467,,,,,,,,,,
7/6/2020,1497,,,,,,,,,,
6/6/2020,1348,,,,,,,,,,
5/6/2020,1152,,,,,,,,,,
4/6/2020,1079,,,,,,,,,,
3/6/2020,1152,,,,,,,,,,
2/6/2020,1399,,,,,,,,,,
1/6/2020,1536,,,,,,,,,,
31/05/2020,1367,,,,,,,,,,
30/05/2020,1289,,,,,,,,,,
29/05/2020,1127,,,,,,,,,,
28/05/2020,910,,,,,,,,,,
27/05/2020,789,,,,,,,,,,
26/05/2020,702,,,,,,,,,,
25/05/2020,652,,,,,,,,,,
24/05/2020,827,,,,,,,,,,
23/05/2020,783,,,,,,,,,,
22/05/2020,774,,,,,,,,,,
21/05/2020,745,,,,,,,,,,
20/05/2020,720,,,,,,,,,,
19/05/2020,535,,,,,,,,,,
18/05/2020,510,,,,,,,,,,
17/05/2020,491,,,,,,,,,,
16/05/2020,399,,,,,,,,,,
15/05/2020,398,,,,,,,,,,
14/05/2020,338,,,,,,,,,,
13/05/2020,347,,,,,,,,,,
12/5/2020,346,,,,,,,,,,
11/5/2020,436,,,,,,,,,,
10/5/2020,488,,,,,,,,,,
9/5/2020,495,,,,,,,,,,
8/5/2020,393,,,,,,,,,,
7/5/2020,387,,,,,,,,,,
6/5/2020,388,,,,,,,,,,
5/5/2020,348,,,,,,,,,,
4/5/2020,272,,,,,,,,,,
3/5/2020,298,,,,,,,,,,
2/5/2020,358,,,,,,,,,,
1/5/2020,269,,,,,,,,,,
30/04/2020,226,,,,,,,,,,
29/04/2020,260,,,,,,,,,,
28/04/2020,463,,,,,,,,,,
27/04/2020,0,,,,,,,,,,
26/04/2020,227,,,,,,,,,,
25/04/2020,433,,,,,,,,,,
24/04/2020,169,,,,,,,,,,
23/04/2020,0,,,,,,,,,,
22/04/2020,157,,,,,,,,,,
21/04/2020,189,,,,,,,,,,
20/04/2020,112,,,,,,,,,,
19/04/2020,188,,,,,,,,,,
18/04/2020,171,,,,,,,,,,
17/04/2020,168,,,,,,,,,,
16/04/2020,155,,,,,,,,,,
15/04/2020,160,,,,,,,,,,
14/04/2020,125,,,,,,,,,,
13/04/2020,126,,,,,,,,,,
12/4/2020,145,,,,,,,,,,
11/4/2020,95,,,,,,,,,,
10/4/2020,139,,,,,,,,,,
9/4/2020,238,,,,,,,,,,
8/4/2020,249,,,,,,,,,,
7/4/2020,3,,,,,,,,,,
6/4/2020,85,,,,,,,,,,
5/4/2020,206,,,,,,,,,,
4/4/2020,0,,,,,,,,,,
3/4/2020,69,,,,,,,,,,
2/4/2020,54,,,,,,,,,,
1/4/2020,47,,,,,,,,,,
31/03/2020,33,,,,,,,,,,
30/03/2020,40,,,,,,,,,,
29/03/2020,41,,,,,,,,,,
28/03/2020,39,,,,,,,,,,
27/03/2020,14,,,,,,,,,,
26/03/2020,76,,,,,,,,,,
25/03/2020,39,,,,,,,,,,
24/03/2020,33,,,,,,,,,,
23/03/2020,9,,,,,,,,,,
22/03/2020,29,,,,,,,,,,
21/03/2020,46,,,,,,,,,,
20/03/2020,14,,,,,,,,,,
19/03/2020,30,,,,,,,,,,
18/03/2020,40,,,,,,,,,,
17/03/2020,16,,,,,,,,,,
16/03/2020,17,,,,,,,,,,
15/03/2020,0,,,,,,,,,,
14/03/2020,13,,,,,,,,,,
13/03/2020,20,,,,,,,,,,
12/3/2020,1,,,,,,,,,,
11/3/2020,4,,,,,,,,,,
10/3/2020,6,,,,,,,,,,
9/3/2020,34,,,,,,,,,,
7/3/2020,12,,,,,,,,,,
6/3/2020,1,,,,,,,,,,
2/3/2020,1,,,,,,,,,,
1/3/2020,0,,,,,,,,,,
29/02/2020,0,,,,,,,,,,
28/02/2020,0,,,,,,,,,,
27/02/2020,0,,,,,,,,,,
26/02/2020,0,,,,,,,,,,
25/02/2020,0,,,,,,,,,,
24/02/2020,0,,,,,,,,,,
23/02/2020,0,,,,,,,,,,
22/02/2020,0,,,,,,,,,,
21/02/2020,0,,,,,,,,,,
20/02/2020,0,,,,,,,,,,
19/02/2020,0,,,,,,,,,,
18/02/2020,0,,,,,,,,,,
17/02/2020,0,,,,,,,,,,
16/02/2020,0,,,,,,,,,,
15/02/2020,1,,,,,,,,,,
14/02/2020,0,,,,,,,,,,
13/02/2020,0,,,,,,,,,,
12/2/2020,0,,,,,,,,,,
11/2/2020,0,,,,,,,,,,
10/2/2020,0,,,,,,,,,,
9/2/2020,0,,,,,,,,,,
8/2/2020,0,,,,,,,,,,
7/2/2020,0,,,,,,,,,,
6/2/2020,0,,,,,,,,,,
5/2/2020,0,,,,,,,,,,
4/2/2020,0,,,,,,,,,,
3/2/2020,0,,,,,,,,,,
2/2/2020,0,,,,,,,,,,
1/2/2020,0,,,,,,,,,,
31/01/2020,0,,,,,,,,,,
30/01/2020,0,,,,,,,,,,
29/01/2020,0,,,,,,,,,,
28/01/2020,0,,,,,,,,,,
27/01/2020,0,,,,,,,,,,
26/01/2020,0,,,,,,,,,,
25/01/2020,0,,,,,,,,,,
24/01/2020,0,,,,,,,,,,
23/01/2020,0,,,,,,,,,,
22/01/2020,0,,,,,,,,,,
21/01/2020,0,,,,,,,,,,
20/01/2020,0,,,,,,,,,,
19/01/2020,0,,,,,,,,,,
18/01/2020,0,,,,,,,,,,
17/01/2020,0,,,,,,,,,,
16/01/2020,0,,,,,,,,,,
15/01/2020,0,,,,,,,,,,
14/01/2020,0,,,,,,,,,,
13/01/2020,0,,,,,,,,,,
12/1/2020,0,,,,,,,,,,
11/1/2020,0,,,,,,,,,,
10/1/2020,0,,,,,,,,,,
9/1/2020,0,,,,,,,,,,
8/1/2020,0,,,,,,,,,,
7/1/2020,0,,,,,,,,,,
6/1/2020,0,,,,,,,,,,
5/1/2020,0,,,,,,,,,,
4/1/2020,0,,,,,,,,,,
3/1/2020,0,,,,,,,,,,
2/1/2020,0,,,,,,,,,,
1/1/2020,0,,,,,,,,,,
31/12/2019,0,,,,,,,,,,
14/12/2020,486,,,,,,,,,,
13/12/2020,231,,,,,,,,,,
12/12/2020,422,,,,,,,,,,
11/12/2020,0,,,,,,,,,,
10/12/2020,0,,,,,,,,,,
9/12/2020,396,,,,,,,,,,
8/12/2020,0,,,,,,,,,,
7/12/2020,214,,,,,,,,,,
6/12/2020,413,,,,,,,,,,
5/12/2020,0,,,,,,,,,,
4/12/2020,588,,,,,,,,,,
3/12/2020,0,,,,,,,,,,
2/12/2020,189,,,,,,,,,,
1/12/2020,536,,,,,,,,,,
30/11/2020,0,,,,,,,,,,
29/11/2020,0,,,,,,,,,,
28/11/2020,0,,,,,,,,,,
27/11/2020,521,,,,,,,,,,
26/11/2020,0,,,,,,,,,,
25/11/2020,0,,,,,,,,,,
24/11/2020,322,,,,,,,,,,
23/11/2020,312,,,,,,,,,,
22/11/2020,0,,,,,,,,,,
21/11/2020,141,,,,,,,,,,
20/11/2020,144,,,,,,,,,,
19/11/2020,296,,,,,,,,,,
18/11/2020,0,,,,,,,,,,
17/11/2020,311,,,,,,,,,,
16/11/2020,0,,,,,,,,,,
15/11/2020,163,,,,,,,,,,
14/11/2020,165,,,,,,,,,,
13/11/2020,885,,,,,,,,,,
12/11/2020,0,,,,,,,,,,
11/11/2020,0,,,,,,,,,,
10/11/2020,0,,,,,,,,,,
9/11/2020,0,,,,,,,,,,
8/11/2020,0,,,,,,,,,,
7/11/2020,363,,,,,,,,,,
6/11/2020,767,,,,,,,,,,
5/11/2020,0,,,,,,,,,,
4/11/2020,0,,,,,,,,,,
3/11/2020,0,,,,,,,,,,
2/11/2020,570,,,,,,,,,,
1/11/2020,0,,,,,,,,,,
31/10/2020,0,,,,,,,,,,
30/10/2020,520,,,,,,,,,,
29/10/2020,0,,,,,,,,,,
28/10/2020,0,,,,,,,,,,
27/10/2020,340,,,,,,,,,,
26/10/2020,0,,,,,,,,,,
25/10/2020,164,,,,,,,,,,
24/10/2020,159,,,,,,,,,,
23/10/2020,142,,,,,,,,,,
22/10/2020,145,,,,,,,,,,
21/10/2020,309,,,,,,,,,,
20/10/2020,0,,,,,,,,,,
19/10/2020,210,,,,,,,,,,
18/10/2020,191,,,,,,,,,,
17/10/2020,204,,,,,,,,,,
16/10/2020,295,,,,,,,,,,
15/10/2020,286,,,,,,,,,,
14/10/2020,284,,,,,,,,,,
13/10/2020,0,,,,,,,,,,
12/10/2020,245,,,,,,,,,,
11/10/2020,0,,,,,,,,,,
10/10/2020,109,,,,,,,,,,
9/10/2020,0,,,,,,,,,,
8/10/2020,105,,,,,,,,,,
7/10/2020,94,,,,,,,,,,
6/10/2020,193,,,,,,,,,,
5/10/2020,92,,,,,,,,,,
4/10/2020,183,,,,,,,,,,
3/10/2020,0,,,,,,,,,,
2/10/2020,98,,,,,,,,,,
1/10/2020,96,,,,,,,,,,
30/09/2020,172,,,,,,,,,,
29/09/2020,179,,,,,,,,,,
28/09/2020,215,,,,,,,,,,
27/09/2020,0,,,,,,,,,,
26/09/2020,214,,,,,,,,,,
25/09/2020,247,,,,,,,,,,
24/09/2020,0,,,,,,,,,,
23/09/2020,156,,,,,,,,,,
22/09/2020,245,,,,,,,,,,
21/09/2020,125,,,,,,,,,,
20/09/2020,82,,,,,,,,,,
19/09/2020,97,,,,,,,,,,
18/09/2020,86,,,,,,,,,,
17/09/2020,0,,,,,,,,,,
16/09/2020,75,,,,,,,,,,
15/09/2020,79,,,,,,,,,,
14/09/2020,81,,,,,,,,,,
13/09/2020,77,,,,,,,,,,
12/9/2020,163,,,,,,,,,,
11/9/2020,86,,,,,,,,,,
10/9/2020,91,,,,,,,,,,
9/9/2020,98,,,,,,,,,,
8/9/2020,105,,,,,,,,,,
7/9/2020,0,,,,,,,,,,
6/9/2020,209,,,,,,,,,,
5/9/2020,99,,,,,,,,,,
4/9/2020,96,,,,,,,,,,
3/9/2020,0,,,,,,,,,,
2/9/2020,84,,,,,,,,,,
1/9/2020,91,,,,,,,,,,
31/08/2020,94,,,,,,,,,,
30/08/2020,220,,,,,,,,,,
29/08/2020,131,,,,,,,,,,
28/08/2020,144,,,,,,,,,,
27/08/2020,154,,,,,,,,,,
26/08/2020,175,,,,,,,,,,
25/08/2020,189,,,,,,,,,,
24/08/2020,202,,,,,,,,,,
23/08/2020,0,,,,,,,,,,
22/08/2020,456,,,,,,,,,,
21/08/2020,247,,,,,,,,,,
20/08/2020,255,,,,,,,,,,
19/08/2020,269,,,,,,,,,,
18/08/2020,281,,,,,,,,,,
17/08/2020,293,,,,,,,,,,
16/08/2020,305,,,,,,,,,,
15/08/2020,321,,,,,,,,,,
14/08/2020,349,,,,,,,,,,
13/08/2020,375,,,,,,,,,,
12/8/2020,397,,,,,,,,,,
11/8/2020,449,,,,,,,,,,
10/8/2020,445,,,,,,,,,,
9/8/2020,434,,,,,,,,,,
8/8/2020,418,,,,,,,,,,
7/8/2020,425,,,,,,,,,,
6/8/2020,439,,,,,,,,,,
5/8/2020,419,,,,,,,,,,
4/8/2020,395,,,,,,,,,,
3/8/2020,398,,,,,,,,,,
2/8/2020,418,,,,,,,,,,
1/8/2020,402,,,,,,,,,,
31/07/2020,389,,,,,,,,,,
30/07/2020,395,,,,,,,,,,
29/07/2020,411,,,,,,,,,,
28/07/2020,405,,,,,,,,,,
27/07/2020,409,,,,,,,,,,
26/07/2020,429,,,,,,,,,,
25/07/2020,415,,,,,,,,,,
24/07/2020,402,,,,,,,,,,
23/07/2020,393,,,,,,,,,,
22/07/2020,375,,,,,,,,,,
21/07/2020,361,,,,,,,,,,
20/07/2020,338,,,,,,,,,,
19/07/2020,301,,,,,,,,,,
18/07/2020,250,,,,,,,,,,
17/07/2020,312,,,,,,,,,,
16/07/2020,342,,,,,,,,,,
15/07/2020,325,,,,,,,,,,
14/07/2020,304,,,,,,,,,,
13/07/2020,283,,,,,,,,,,
12/7/2020,249,,,,,,,,,,
11/7/2020,298,,,,,,,,,,
10/7/2020,278,,,,,,,,,,
9/7/2020,259,,,,,,,,,,
8/7/2020,280,,,,,,,,,,
7/7/2020,250,,,,,,,,,,
6/7/2020,270,,,,,,,,,,
5/7/2020,240,,,,,,,,,,
4/7/2020,267,,,,,,,,,,
3/7/2020,264,,,,,,,,,,
2/7/2020,298,,,,,,,,,,
1/7/2020,265,,,,,,,,,,
30/06/2020,239,,,,,,,,,,
29/06/2020,0,,,,,,,,,,
28/06/2020,417,,,,,,,,,,
27/06/2020,181,,,,,,,,,,
26/06/2020,186,,,,,,,,,,
25/06/2020,177,,,,,,,,,,
24/06/2020,165,,,,,,,,,,
23/06/2020,182,,,,,,,,,,
22/06/2020,0,,,,,,,,,,
21/06/2020,297,,,,,,,,,,
20/06/2020,129,,,,,,,,,,
19/06/2020,134,,,,,,,,,,
18/06/2020,125,,,,,,,,,,
17/06/2020,115,,,,,,,,,,
16/06/2020,106,,,,,,,,,,
15/06/2020,117,,,,,,,,,,
14/06/2020,122,,,,,,,,,,
13/06/2020,0,,,,,,,,,,
12/6/2020,207,,,,,,,,,,
11/6/2020,83,,,,,,,,,,
10/6/2020,87,,,,,,,,,,
9/6/2020,89,,,,,,,,,,
8/6/2020,81,,,,,,,,,,
7/6/2020,85,,,,,,,,,,
6/6/2020,68,,,,,,,,,,
5/6/2020,76,,,,,,,,,,
4/6/2020,52,,,,,,,,,,
3/6/2020,71,,,,,,,,,,
2/6/2020,65,,,,,,,,,,
1/6/2020,0,,,,,,,,,,
31/05/2020,239,,,,,,,,,,
30/05/2020,84,,,,,,,,,,
29/05/2020,85,,,,,,,,,,
28/05/2020,67,,,,,,,,,,
27/05/2020,59,,,,,,,,,,
26/05/2020,68,,,,,,,,,,
25/05/2020,96,,,,,,,,,,
24/05/2020,94,,,,,,,,,,
23/05/2020,85,,,,,,,,,,
22/05/2020,69,,,,,,,,,,
21/05/2020,73,,,,,,,,,,
20/05/2020,85,,,,,,,,,,
19/05/2020,75,,,,,,,,,,
18/05/2020,73,,,,,,,,,,
17/05/2020,0,,,,,,,,,,
16/05/2020,55,,,,,,,,,,
15/05/2020,98,,,,,,,,,,
14/05/2020,75,,,,,,,,,,
13/05/2020,39,,,,,,,,,,
12/5/2020,40,,,,,,,,,,
11/5/2020,69,,,,,,,,,,
10/5/2020,105,,,,,,,,,,
9/5/2020,89,,,,,,,,,,
8/5/2020,0,,,,,,,,,,
7/5/2020,108,,,,,,,,,,
6/5/2020,0,,,,,,,,,,
5/5/2020,32,,,,,,,,,,
4/5/2020,109,,,,,,,,,,
3/5/2020,0,,,,,,,,,,
2/5/2020,22,,,,,,,,,,
1/5/2020,47,,,,,,,,,,
30/04/2020,32,,,,,,,,,,
29/04/2020,22,,,,,,,,,,
28/04/2020,25,,,,,,,,,,
27/04/2020,0,,,,,,,,,,
26/04/2020,37,,,,,,,,,,
25/04/2020,11,,,,,,,,,,
24/04/2020,13,,,,,,,,,,
23/04/2020,12,,,,,,,,,,
22/04/2020,7,,,,,,,,,,
21/04/2020,17,,,,,,,,,,
20/04/2020,11,,,,,,,,,,
19/04/2020,13,,,,,,,,,,
18/04/2020,13,,,,,,,,,,
17/04/2020,5,,,,,,,,,,
16/04/2020,0,,,,,,,,,,
15/04/2020,10,,,,,,,,,,
14/04/2020,24,,,,,,,,,,
13/04/2020,7,,,,,,,,,,
12/4/2020,0,,,,,,,,,,
11/4/2020,1,,,,,,,,,,
10/4/2020,14,,,,,,,,,,
9/4/2020,25,,,,,,,,,,
8/4/2020,0,,,,,,,,,,
7/4/2020,9,,,,,,,,,,
6/4/2020,7,,,,,,,,,,
5/4/2020,6,,,,,,,,,,
4/4/2020,10,,,,,,,,,,
3/4/2020,5,,,,,,,,,,
2/4/2020,9,,,,,,,,,,
1/4/2020,0,,,,,,,,,,
31/03/2020,2,,,,,,,,,,
30/03/2020,11,,,,,,,,,,
29/03/2020,6,,,,,,,,,,
28/03/2020,0,,,,,,,,,,
27/03/2020,0,,,,,,,,,,
26/03/2020,4,,,,,,,,,,
25/03/2020,4,,,,,,,,,,
24/03/2020,2,,,,,,,,,,
23/03/2020,0,,,,,,,,,,
22/03/2020,0,,,,,,,,,,
21/03/2020,2,,,,,,,,,,
20/03/2020,0,,,,,,,,,,
19/03/2020,1,,,,,,,,,,
14/12/2020,0,,,,,,,,,,
13/12/2020,0,,,,,,,,,,
12/12/2020,2,,,,,,,,,,
11/12/2020,0,,,,,,,,,,
10/12/2020,17,,,,,,,,,,
9/12/2020,0,,,,,,,,,,
8/12/2020,0,,,,,,,,,,
7/12/2020,7,,,,,,,,,,
6/12/2020,0,,,,,,,,,,
5/12/2020,0,,,,,,,,,,
4/12/2020,0,,,,,,,,,,
3/12/2020,3,,,,,,,,,,
2/12/2020,3,,,,,,,,,,
1/12/2020,0,,,,,,,,,,
30/11/2020,0,,,,,,,,,,
29/11/2020,0,,,,,,,,,,
28/11/2020,7,,,,,,,,,,
27/11/2020,0,,,,,,,,,,
26/11/2020,9,,,,,,,,,,
25/11/2020,0,,,,,,,,,,
24/11/2020,7,,,,,,,,,,
23/11/2020,0,,,,,,,,,,
22/11/2020,9,,,,,,,,,,
21/11/2020,0,,,,,,,,,,
20/11/2020,0,,,,,,,,,,
19/11/2020,0,,,,,,,,,,
18/11/2020,0,,,,,,,,,,
17/11/2020,17,,,,,,,,,,
16/11/2020,0,,,,,,,,,,
15/11/2020,0,,,,,,,,,,
14/11/2020,0,,,,,,,,,,
13/11/2020,0,,,,,,,,,,
12/11/2020,2,,,,,,,,,,
11/11/2020,10,,,,,,,,,,
10/11/2020,0,,,,,,,,,,
9/11/2020,0,,,,,,,,,,
8/11/2020,0,,,,,,,,,,
7/11/2020,0,,,,,,,,,,
6/11/2020,3,,,,,,,,,,
5/11/2020,0,,,,,,,,,,
4/11/2020,0,,,,,,,,,,
3/11/2020,0,,,,,,,,,,
2/11/2020,1,,,,,,,,,,
1/11/2020,0,,,,,,,,,,
31/10/2020,5,,,,,,,,,,
30/10/2020,0,,,,,,,,,,
29/10/2020,0,,,,,,,,,,
28/10/2020,0,,,,,,,,,,
27/10/2020,4,,,,,,,,,,
26/10/2020,0,,,,,,,,,,
25/10/2020,0,,,,,,,,,,
24/10/2020,5,,,,,,,,,,
23/10/2020,0,,,,,,,,,,
22/10/2020,0,,,,,,,,,,
21/10/2020,4,,,,,,,,,,
20/10/2020,0,,,,,,,,,,
19/10/2020,0,,,,,,,,,,
18/10/2020,0,,,,,,,,,,
17/10/2020,2,,,,,,,,,,
16/10/2020,0,,,,,,,,,,
15/10/2020,2,,,,,,,,,,
14/10/2020,0,,,,,,,,,,
13/10/2020,3,,,,,,,,,,
12/10/2020,0,,,,,,,,,,
11/10/2020,0,,,,,,,,,,
10/10/2020,1,,,,,,,,,,
9/10/2020,0,,,,,,,,,,
8/10/2020,10,,,,,,,,,,
7/10/2020,0,,,,,,,,,,
6/10/2020,7,,,,,,,,,,
5/10/2020,0,,,,,,,,,,
4/10/2020,0,,,,,,,,,,
3/10/2020,0,,,,,,,,,,
2/10/2020,15,,,,,,,,,,
1/10/2020,0,,,,,,,,,,
30/09/2020,2,,,,,,,,,,
29/09/2020,0,,,,,,,,,,
28/09/2020,0,,,,,,,,,,
27/09/2020,10,,,,,,,,,,
26/09/2020,0,,,,,,,,,,
25/09/2020,0,,,,,,,,,,
24/09/2020,0,,,,,,,,,,
23/09/2020,0,,,,,,,,,,
22/09/2020,16,,,,,,,,,,
21/09/2020,0,,,,,,,,,,
20/09/2020,0,,,,,,,,,,
19/09/2020,2,,,,,,,,,,
18/09/2020,0,,,,,,,,,,
17/09/2020,0,,,,,,,,,,
16/09/2020,0,,,,,,,,,,
15/09/2020,4,,,,,,,,,,
14/09/2020,0,,,,,,,,,,
13/09/2020,6,,,,,,,,,,
12/9/2020,0,,,,,,,,,,
11/9/2020,5,,,,,,,,,,
10/9/2020,0,,,,,,,,,,
9/9/2020,13,,,,,,,,,,
8/9/2020,0,,,,,,,,,,
7/9/2020,0,,,,,,,,,,
6/9/2020,0,,,,,,,,,,
5/9/2020,7,,,,,,,,,,
4/9/2020,0,,,,,,,,,,
3/9/2020,0,,,,,,,,,,
2/9/2020,24,,,,,,,,,,
1/9/2020,0,,,,,,,,,,
31/08/2020,0,,,,,,,,,,
30/08/2020,13,,,,,,,,,,
29/08/2020,0,,,,,,,,,,
28/08/2020,2,,,,,,,,,,
27/08/2020,0,,,,,,,,,,
26/08/2020,0,,,,,,,,,,
25/08/2020,0,,,,,,,,,,
24/08/2020,0,,,,,,,,,,
23/08/2020,34,,,,,,,,,,
22/08/2020,0,,,,,,,,,,
21/08/2020,0,,,,,,,,,,
20/08/2020,0,,,,,,,,,,
19/08/2020,71,,,,,,,,,,
18/08/2020,0,,,,,,,,,,
17/08/2020,0,,,,,,,,,,
16/08/2020,0,,,,,,,,,,
15/08/2020,0,,,,,,,,,,
14/08/2020,0,,,,,,,,,,
13/08/2020,0,,,,,,,,,,
12/8/2020,0,,,,,,,,,,
11/8/2020,0,,,,,,,,,,
10/8/2020,0,,,,,,,,,,
9/8/2020,0,,,,,,,,,,
8/8/2020,0,,,,,,,,,,
7/8/2020,0,,,,,,,,,,
6/8/2020,0,,,,,,,,,,
5/8/2020,0,,,,,,,,,,
4/8/2020,0,,,,,,,,,,
3/8/2020,0,,,,,,,,,,
2/8/2020,1750,,,,,,,,,,
1/8/2020,0,,,,,,,,,,
31/07/2020,0,,,,,,,,,,
30/07/2020,0,,,,,,,,,,
29/07/2020,0,,,,,,,,,,
28/07/2020,0,,,,,,,,,,
27/07/2020,0,,,,,,,,,,
26/07/2020,0,,,,,,,,,,
25/07/2020,0,,,,,,,,,,
24/07/2020,0,,,,,,,,,,
23/07/2020,0,,,,,,,,,,
22/07/2020,0,,,,,,,,,,
21/07/2020,0,,,,,,,,,,
20/07/2020,0,,,,,,,,,,
19/07/2020,0,,,,,,,,,,
18/07/2020,0,,,,,,,,,,
17/07/2020,0,,,,,,,,,,
16/07/2020,0,,,,,,,,,,
15/07/2020,0,,,,,,,,,,
14/07/2020,0,,,,,,,,,,
13/07/2020,0,,,,,,,,,,
12/7/2020,0,,,,,,,,,,
11/7/2020,0,,,,,,,,,,
10/7/2020,0,,,,,,,,,,
9/7/2020,0,,,,,,,,,,
8/7/2020,0,,,,,,,,,,
7/7/2020,0,,,,,,,,,,
6/7/2020,0,,,,,,,,,,
5/7/2020,0,,,,,,,,,,
4/7/2020,0,,,,,,,,,,
3/7/2020,1070,,,,,,,,,,
2/7/2020,0,,,,,,,,,,
1/7/2020,0,,,,,,,,,,
30/06/2020,0,,,,,,,,,,
29/06/2020,0,,,,,,,,,,
28/06/2020,0,,,,,,,,,,
27/06/2020,0,,,,,,,,,,
26/06/2020,0,,,,,,,,,,
25/06/2020,0,,,,,,,,,,
24/06/2020,0,,,,,,,,,,
23/06/2020,337,,,,,,,,,,
22/06/2020,0,,,,,,,,,,
21/06/2020,0,,,,,,,,,,
20/06/2020,358,,,,,,,,,,
19/06/2020,0,,,,,,,,,,
18/06/2020,0,,,,,,,,,,
17/06/2020,0,,,,,,,,,,
16/06/2020,0,,,,,,,,,,
15/06/2020,0,,,,,,,,,,
14/06/2020,0,,,,,,,,,,
13/06/2020,0,,,,,,,,,,
12/6/2020,0,,,,,,,,,,
11/6/2020,0,,,,,,,,,,
10/6/2020,0,,,,,,,,,,
9/6/2020,0,,,,,,,,,,
8/6/2020,0,,,,,,,,,,
7/6/2020,0,,,,,,,,,,
6/6/2020,0,,,,,,,,,,
5/6/2020,0,,,,,,,,,,
4/6/2020,0,,,,,,,,,,
3/6/2020,0,,,,,,,,,,
2/6/2020,0,,,,,,,,,,
1/6/2020,0,,,,,,,,,,
31/05/2020,263,,,,,,,,,,
30/05/2020,0,,,,,,,,,,
29/05/2020,0,,,,,,,,,,
28/05/2020,0,,,,,,,,,,
27/05/2020,0,,,,,,,,,,
26/05/2020,0,,,,,,,,,,
25/05/2020,0,,,,,,,,,,
24/05/2020,140,,,,,,,,,,
23/05/2020,0,,,,,,,,,,
22/05/2020,13,,,,,,,,,,
21/05/2020,0,,,,,,,,,,
20/05/2020,171,,,,,,,,,,
19/05/2020,125,,,,,,,,,,
18/05/2020,0,,,,,,,,,,
17/05/2020,0,,,,,,,,,,
16/05/2020,0,,,,,,,,,,
15/05/2020,72,,,,,,,,,,
14/05/2020,83,,,,,,,,,,
13/05/2020,0,,,,,,,,,,
12/5/2020,0,,,,,,,,,,
11/5/2020,0,,,,,,,,,,
10/5/2020,0,,,,,,,,,,
9/5/2020,0,,,,,,,,,,
8/5/2020,0,,,,,,,,,,
